CasoIndex,Etiqueta,Valor,Raw,Quality
3,Documento_4,CEDULA DE CIUDADANIA,,
3,Número documento_4,3338347478,,
3,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
3,Departamento de notificación_4,,,
3,Municipio de notificación_4,,,
3,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
3,Teléfono de notificación_4,3557382816,,
3,Teléfono móvil_4,389788992,,
3,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
3,Teléfono Oficina_4,6014569999,,
3,Calidad_5,,,
3,Documento_5,,,
3,Número documento_5,,,
3,Nombre_5,,,
3,Departamento de notificación_5,,,
3,Municipio de notificación_5,,,
3,Dirección de notificación_5,,,
3,Teléfono de notificación_5,,,
3,Teléfono móvil_5,,,
3,Correo Electrónico_5,,,
3,Teléfono Oficina_5,,,
3,Calidad_6,,,
3,Documento_6,,,
3,Número documento_6,,,
3,Nombre_6,,,
3,Departamento de notificación_6,,,
3,Municipio de notificación_6,,,
3,Dirección de notificación_6,,,
3,Teléfono de notificación_6,,,
3,Teléfono móvil_6,,,
3,Correo Electrónico_6,,,
3,Teléfono Oficina_6,,,
3,Calidad_7,,,
3,Documento_7,,,
3,Número documento_7,,,
3,Nombre_7,,,
3,Departamento de notificación_7,,,
3,Municipio de notificación_7,,,
3,Dirección de notificación_7,,,
3,Teléfono de notificación_7,,,
3,Teléfono móvil_7,,,
3,Correo Electrónico_7,,,
3,Teléfono Oficina_7,,,
4,Caso Noticia,999916099166202411569,999916099166202411569,OK
4,Ley de Aplicabilidad,Ley 906,Ley 906,OK
4,Procedimiento Abreviado?,SI,SI,OK
4,Priorizado,NO,NO,OK
4,Tipo Noticia,QUERELLA,QUERELLA,OK
4,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
4,Grado Delito,NINGUNO,NINGUNO,OK
4,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
4,Modalidad,COMPRA,COMPRA,OK
4,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
4,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
4,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
4,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
4,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
4,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
4,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
4,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
4,Estado de la asignación,VIGENTE,VIGENTE,OK
4,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
4,Estado del caso,ACTIVO,ACTIVO,OK
4,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
4,Calidad_1,DENUNCIANTE,,
4,Documento_1,CEDULA DE CIUDADANIA,,
4,Número documento_1,7778347478,,
4,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
4,Departamento de notificación_1,,,
4,Municipio de notificación_1,,,
4,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
4,Teléfono de notificación_1,3997382816,,
4,Teléfono móvil_1,377788992,,
4,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
4,Teléfono Oficina_1,6014569977,,
4,Calidad_2,INDICIADO,,
4,Documento_2,CEDULA DE CIUDADANIA,,
4,Número documento_2,8888738290,,
4,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
4,Departamento de notificación_2,,,
4,Municipio de notificación_2,,,
4,Dirección de notificación_2,CARRERA 78 No. 45-28,,
4,Teléfono de notificación_2,6043280987,,
4,Teléfono móvil_2,3225506549,,
4,Correo Electrónico_2,sssss@hotmail.com,,
4,Teléfono Oficina_2,6012347849,,
4,Calidad_3,TESTIGO,,
4,Documento_3,CEDULA DE CIUDADANIA,,
4,Número documento_3,4444770387,,
4,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
4,Departamento de notificación_3,,,
4,Municipio de notificación_3,,,
4,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
4,Teléfono de notificación_3,6136783425,,
4,Teléfono móvil_3,366634896,,
4,Correo Electrónico_3,zzzz@sert.com.co,,
4,Teléfono Oficina_3,602765893,,
4,Calidad_4,VICTIMA,,
4,Documento_4,CEDULA DE CIUDADANIA,,
4,Número documento_4,3338347478,,
4,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
4,Departamento de notificación_4,,,
4,Municipio de notificación_4,,,
4,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
4,Teléfono de notificación_4,3557382816,,
4,Teléfono móvil_4,389788992,,
4,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
4,Teléfono Oficina_4,6014569999,,
4,Calidad_5,,,
4,Documento_5,,,
4,Número documento_5,,,
4,Nombre_5,,,
4,Departamento de notificación_5,,,
4,Municipio de notificación_5,,,
4,Dirección de notificación_5,,,
4,Teléfono de notificación_5,,,
4,Teléfono móvil_5,,,
4,Correo Electrónico_5,,,
4,Teléfono Oficina_5,,,
4,Calidad_6,,,
4,Documento_6,,,
4,Número documento_6,,,
4,Nombre_6,,,
4,Departamento de notificación_6,,,
4,Municipio de notificación_6,,,
4,Dirección de notificación_6,,,
4,Teléfono de notificación_6,,,
4,Teléfono móvil_6,,,
4,Correo Electrónico_6,,,
4,Teléfono Oficina_6,,,
4,Calidad_7,,,
4,Documento_7,,,
4,Número documento_7,,,
4,Nombre_7,,,
4,Departamento de notificación_7,,,
4,Municipio de notificación_7,,,
4,Dirección de notificación_7,,,
4,Teléfono de notificación_7,,,
4,Teléfono móvil_7,,,
4,Correo Electrónico_7,,,
4,Teléfono Oficina_7,,,
5,Caso Noticia,999916099166202411569,999916099166202411569,OK
5,Ley de Aplicabilidad,Ley 906,Ley 906,OK
5,Procedimiento Abreviado?,SI,SI,OK
5,Priorizado,NO,NO,OK
5,Tipo Noticia,QUERELLA,QUERELLA,OK
5,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
5,Grado Delito,NINGUNO,NINGUNO,OK
5,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
5,Modalidad,COMPRA,COMPRA,OK
5,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
5,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
5,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
5,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
5,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
5,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
5,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
5,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
5,Estado de la asignación,VIGENTE,VIGENTE,OK
5,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
5,Estado del caso,ACTIVO,ACTIVO,OK
5,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
5,Calidad_1,DENUNCIANTE,,
5,Documento_1,CEDULA DE CIUDADANIA,,
5,Número documento_1,7778347478,,
5,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
5,Departamento de notificación_1,,,
5,Municipio de notificación_1,,,
5,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
5,Teléfono de notificación_1,3997382816,,
5,Teléfono móvil_1,377788992,,
5,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
5,Teléfono Oficina_1,6014569977,,
5,Calidad_2,INDICIADO,,
5,Documento_2,CEDULA DE CIUDADANIA,,
5,Número documento_2,8888738290,,
5,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
5,Departamento de notificación_2,,,
5,Municipio de notificación_2,,,
5,Dirección de notificación_2,CARRERA 78 No. 45-28,,
5,Teléfono de notificación_2,6043280987,,
5,Teléfono móvil_2,3225506549,,
5,Correo Electrónico_2,sssss@hotmail.com,,
5,Teléfono Oficina_2,6012347849,,
5,Calidad_3,TESTIGO,,
5,Documento_3,CEDULA DE CIUDADANIA,,
5,Número documento_3,4444770387,,
5,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
5,Departamento de notificación_3,,,
5,Municipio de notificación_3,,,
5,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
5,Teléfono de notificación_3,6136783425,,
5,Teléfono móvil_3,366634896,,
5,Correo Electrónico_3,zzzz@sert.com.co,,
5,Teléfono Oficina_3,602765893,,
5,Calidad_4,VICTIMA,,
5,Documento_4,CEDULA DE CIUDADANIA,,
5,Número documento_4,3338347478,,
5,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
5,Departamento de notificación_4,,,
5,Municipio de notificación_4,,,
5,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
5,Teléfono de notificación_4,3557382816,,
5,Teléfono móvil_4,389788992,,
5,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
5,Teléfono Oficina_4,6014569999,,
5,Calidad_5,,,
5,Documento_5,,,
5,Número documento_5,,,
5,Nombre_5,,,
5,Departamento de notificación_5,,,
5,Municipio de notificación_5,,,
5,Dirección de notificación_5,,,
5,Teléfono de notificación_5,,,
5,Teléfono móvil_5,,,
5,Correo Electrónico_5,,,
5,Teléfono Oficina_5,,,
5,Calidad_6,,,
5,Documento_6,,,
5,Número documento_6,,,
5,Nombre_6,,,
5,Departamento de notificación_6,,,
5,Municipio de notificación_6,,,
5,Dirección de notificación_6,,,
5,Teléfono de notificación_6,,,
5,Teléfono móvil_6,,,
5,Correo Electrónico_6,,,
5,Teléfono Oficina_6,,,
5,Calidad_7,,,
5,Documento_7,,,
5,Número documento_7,,,
5,Nombre_7,,,
5,Departamento de notificación_7,,,
5,Municipio de notificación_7,,,
5,Dirección de notificación_7,,,
5,Teléfono de notificación_7,,,
5,Teléfono móvil_7,,,
5,Correo Electrónico_7,,,
5,Teléfono Oficina_7,,,
6,Caso Noticia,999916099166202411569,999916099166202411569,OK
6,Ley de Aplicabilidad,Ley 906,Ley 906,OK
6,Procedimiento Abreviado?,SI,SI,OK
6,Priorizado,NO,NO,OK
6,Tipo Noticia,QUERELLA,QUERELLA,OK
6,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
6,Grado Delito,NINGUNO,NINGUNO,OK
6,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
6,Modalidad,COMPRA,COMPRA,OK
6,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
6,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
6,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
6,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
6,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
6,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
6,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
6,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
6,Estado de la asignación,VIGENTE,VIGENTE,OK
6,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
6,Estado del caso,ACTIVO,ACTIVO,OK
6,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
6,Calidad_1,DENUNCIANTE,,
6,Documento_1,CEDULA DE CIUDADANIA,,
6,Número documento_1,7778347478,,
6,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
6,Departamento de notificación_1,,,
